0, 9956, 17052
1, 9976, 17052
2, 9996, 17124
3, 10008, 17060
4, 10008, 17060
5, 10012, 17060
6, 10036, 17060
7, 10036, 17060
8, 10044, 17060
9, 10044, 17060
10, 10044, 17060
11, 10044, 17060
12, 10044, 17060
13, 10044, 17060
14, 10044, 17060
15, 10048, 17060
16, 10048, 17060
17, 10048, 17060
18, 10048, 17060
19, 10048, 17060
20, 10048, 17060
21, 10048, 17060
22, 10048, 17060
23, 10052, 17144
24, 10056, 17080
25, 10052, 17068
26, 10052, 17068
27, 10052, 17068
28, 10052, 17068
29, 10060, 17068
30, 10060, 17068
31, 10060, 17068
32, 10060, 17068
33, 10060, 17068
34, 10060, 17068
35, 10060, 17068
36, 10060, 17068
37, 10060, 17068
38, 10060, 17068
39, 10060, 17068
40, 10060, 17068
41, 10060, 17068
42, 10060, 17068
43, 10064, 17068
44, 10064, 17068
45, 10064, 17068
46, 10064, 17068
47, 10064, 17068
48, 10064, 17068
49, 10064, 17068
50, 10064, 17068
51, 10064, 17068
52, 10064, 17068
53, 10064, 17068
54, 10064, 17068
55, 10064, 17068
56, 10064, 17068
57, 10064, 17068
58, 10064, 17068
59, 10064, 17068
60, 10064, 17068
61, 10064, 17068
62, 10068, 17068
63, 10068, 17068
64, 10068, 17068
65, 10068, 17068
66, 10068, 17068
67, 10068, 17068
68, 10068, 17068
69, 10068, 17068
70, 10068, 17068
71, 10068, 17068
72, 10068, 17068
73, 10068, 17068
74, 10068, 17068
75, 10068, 17068
76, 10068, 17068
77, 10068, 17068
78, 10068, 17068
79, 10068, 17068
80, 10068, 17068
81, 10068, 17068
82, 10068, 17068
83, 10072, 17068
84, 10072, 17068
85, 10072, 17068
86, 10072, 17068
87, 10072, 17068
88, 10072, 17068
89, 10072, 17068
90, 10072, 17068
91, 10072, 17068
92, 10072, 17068
93, 10072, 17068
94, 10072, 17068
95, 10072, 17068
96, 10072, 17068
97, 10072, 17068
98, 10072, 17068
99, 10072, 17068
100, 10072, 17068
101, 10072, 17068
102, 10072, 17068
103, 10072, 17068
104, 10072, 17068
105, 10072, 17068
106, 10072, 17068
107, 10072, 17068
108, 10072, 17068
109, 10072, 17068
110, 10072, 17068
111, 10072, 17068
112, 10072, 17068
113, 10072, 17068
114, 10072, 17068
115, 10072, 17068
116, 10072, 17068
117, 10072, 17068
118, 10072, 17068
119, 10072, 17068
120, 10072, 17068
121, 10072, 17068
122, 10072, 17068
123, 10072, 17068
124, 10072, 17068
125, 10072, 17068
126, 10072, 17068
127, 10072, 17068
128, 10072, 17068
129, 10072, 17068
130, 10072, 17068
131, 10072, 17068
132, 10072, 17068
133, 10072, 17068
134, 10072, 17068
135, 10072, 17068
136, 10072, 17068

